1.0-Entropy,Accuracy,Coverage,F1Measure,actual_discrim_set_size,actual_num_trials,algorithm,alpha,beta,cluster similarity threshold,dataset,epsilon,estimated_discrim_set_size,estimated_trials,experiment_ID,maxiter,minqual,num_clusters,pca,quality_max,quality_mean,quality_median,quality_min,quality_std_dev,runtime_clustering_sec,runtime_metrics_sec,subspace similarity threshold,width
0.073215,0.651042,0.944010,0.389388,2.000000,18718.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,3740,0,1000.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,8.000000,0.000000,0.5,0.5
0.023045,0.579710,0.979710,0.364312,2.000000,10053.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,3745,0,1000.0,2.000000,y,1376256.000000,706560.000000,706560.000000,36864.000000,947093.165867,3.000000,0.000000,0.5,0.5
0.069578,0.645833,0.964844,0.392425,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,3744,0,1000.0,2.000000,y,47513600.000000,24338432.000000,24338432.000000,1163264.000000,32774636.895875,8.000000,0.000000,0.5,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,10053.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,3753,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,5.000000,0.000000,0.8,0.5
0.513639,0.579710,1.000000,0.742565,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4785,0,1000.0,9276.000000,y,4096.000000,2095.027167,2048.000000,2048.000000,215.409921,29.000000,8.000000,-1.0,0.01
0.513639,0.579710,1.000000,0.742565,2.000000,10053.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4781,0,1000.0,9276.000000,y,4096.000000,2095.027167,2048.000000,2048.000000,215.409921,34.000000,9.000000,-1.0,0.01
0.017704,0.579710,0.982609,0.363636,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,3873,0,1000.0,1.000000,y,82763.671875,82763.671875,82763.671875,82763.671875,NaN,9.000000,0.000000,0.5,0.5
0.074971,0.643229,0.945313,0.390701,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,3864,0,1000.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,43.000000,0.000000,0.5,0.5
0.017704,0.579710,0.982609,0.363636,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,3877,0,1000.0,1.000000,y,82763.671875,82763.671875,82763.671875,82763.671875,NaN,9.000000,0.000000,0.5,0.5
0.074971,0.643229,0.945313,0.390701,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,3868,0,1000.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,43.000000,0.000000,0.5,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,3977,0,0.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.25,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,3976,0,0.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.25,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,3981,0,0.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.25,0.5
0.074971,0.643229,0.945313,0.390701,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,3872,0,1000.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,44.000000,0.000000,0.5,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,3985,0,0.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.25,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,3980,0,0.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.25,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,3989,0,0.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.25,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,3984,0,0.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.25,0.5
0.018407,0.539130,1.000000,0.659713,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,3749,0,1000.0,795.000000,y,1376256.000000,889277.665409,1241088.000000,124928.000000,483246.538037,76.000000,6.000000,0.5,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,3993,0,0.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,2.000000,0.000000,0.25,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,3988,0,0.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.25,0.5
0.074971,0.643229,0.945313,0.390701,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,3876,0,1000.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,43.000000,0.000000,0.5,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,3992,0,0.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.25,0.5
0.545755,0.651042,1.000000,0.758687,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4780,0,1000.0,18140.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,99.000000,37.000000,-1.0,0.01
0.545755,0.651042,1.000000,0.758687,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4784,0,1000.0,18140.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,109.000000,36.000000,-1.0,0.01
0.018536,0.576812,1.000000,0.667393,2.000000,50998.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,3637,0,0.0,1376.000000,y,82763.671875,46654.350813,32324.218750,10253.906250,22270.542061,393.000000,9.000000,0.8,0.5
0.512977,0.579710,1.000000,0.684728,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4753,0,0.0,32949.000000,y,488.281250,196.435803,195.312500,195.312500,10.687751,528.000000,26.000000,0.8,0.01
0.512977,0.579710,1.000000,0.684728,2.000000,50998.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4757,0,0.0,32949.000000,y,488.281250,196.435803,195.312500,195.312500,10.687751,548.000000,28.000000,0.8,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4853,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,3.000000,0.000000,0.5,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4857,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,4.000000,0.000000,0.5,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,18718.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4852,0,1000.0,384.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,8.000000,1.000000,0.5,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4861,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,3.000000,0.000000,0.5,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,18718.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4856,0,1000.0,384.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,8.000000,1.000000,0.5,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,18718.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4860,0,1000.0,384.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,9.000000,1.000000,0.5,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4873,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,3.000000,0.000000,0.8,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4877,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,3.000000,0.000000,0.8,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,18718.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4872,0,1000.0,384.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,8.000000,1.000000,0.8,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4881,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,3.000000,0.000000,0.8,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4885,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,3.000000,0.000000,0.8,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,18718.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4876,0,1000.0,384.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,7.000000,1.000000,0.8,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,18718.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4880,0,1000.0,384.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,7.000000,1.000000,0.8,0.01
0.502822,0.579710,0.976812,0.753188,2.000000,10053.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4889,0,1000.0,162.000000,y,4096.000000,2130.172840,2048.000000,2048.000000,301.494777,3.000000,0.000000,0.8,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,18718.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4884,0,1000.0,384.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,7.000000,1.000000,0.8,0.01
0.513639,0.579710,1.000000,0.742565,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4869,0,1000.0,9276.000000,y,4096.000000,2095.027167,2048.000000,2048.000000,215.409921,27.000000,8.000000,0.5,0.01
0.513639,0.579710,1.000000,0.742565,2.000000,10053.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4865,0,1000.0,9276.000000,y,4096.000000,2095.027167,2048.000000,2048.000000,215.409921,33.000000,8.000000,0.5,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4901,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,-1.0,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4909,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,-1.0,0.01
0.017704,0.579710,0.982609,0.363636,2.000000,44326.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,4093,0,0.0,1.000000,y,82763.671875,82763.671875,82763.671875,82763.671875,NaN,8.000000,0.000000,0.1,0.5
0.017704,0.579710,0.982609,0.363636,2.000000,44326.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,4097,0,0.0,1.000000,y,82763.671875,82763.671875,82763.671875,82763.671875,NaN,8.000000,0.000000,0.1,0.5
0.513639,0.579710,1.000000,0.742565,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4897,0,1000.0,9276.000000,y,4096.000000,2095.027167,2048.000000,2048.000000,215.409921,30.000000,8.000000,0.8,0.01
0.513639,0.579710,1.000000,0.742565,2.000000,10053.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,4893,0,1000.0,9276.000000,y,4096.000000,2095.027167,2048.000000,2048.000000,215.409921,38.000000,8.000000,0.8,0.01
0.017704,0.579710,0.982609,0.363636,2.000000,44326.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,4101,0,0.0,1.000000,y,82763.671875,82763.671875,82763.671875,82763.671875,NaN,8.000000,0.000000,0.1,0.5
0.572917,0.651042,1.000000,0.784771,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,4900,0,1000.0,384.000000,y,1220.703125,1220.703125,1220.703125,1220.703125,0.000000,43.000000,1.000000,-1.0,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,4904,0,1000.0,384.000000,y,1220.703125,1220.703125,1220.703125,1220.703125,0.000000,37.000000,1.000000,-1.0,0.01
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,4201,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,-1.0,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,4200,0,1000.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,-1.0,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,4205,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,2.000000,0.000000,-1.0,0.5
0.074971,0.643229,0.945313,0.390701,2.000000,113535.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,2.000000,113535.000000,4088,0,0.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,43.000000,0.000000,0.1,0.5
0.074971,0.643229,0.945313,0.390701,2.000000,113535.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,2.000000,113535.000000,4096,0,0.0,1.000000,y,1107788.085938,1107788.085938,1107788.085938,1107788.085938,NaN,38.000000,0.000000,0.1,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,4285,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.5,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,4289,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.5,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,4284,0,1000.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.5,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,4293,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,2.000000,0.000000,0.5,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,4288,0,1000.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.5,0.5
0.075080,0.643229,0.953125,0.419273,2.000000,113535.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,2.000000,113535.000000,4192,0,0.0,2.000000,y,1107788.085938,563049.316406,563049.316406,18310.546875,770376.955822,38.000000,0.000000,0.8,0.5
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,4292,0,1000.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,9.000000,0.000000,0.5,0.5
0.018439,0.565217,1.000000,0.659713,2.000000,8738.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,4281,0,1000.0,718.000000,y,1376256.000000,911394.228412,1259520.000000,62464.000000,480362.191033,59.000000,5.000000,0.25,0.5
0.545755,0.651042,1.000000,0.758687,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4864,0,1000.0,18140.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,133.000000,41.000000,0.5,0.01
0.545755,0.651042,1.000000,0.758687,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4892,0,1000.0,18140.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,115.000000,37.000000,0.8,0.01
0.545755,0.651042,1.000000,0.758687,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,4868,0,1000.0,18140.000000,y,32768.000000,32768.000000,32768.000000,32768.000000,0.000000,136.000000,44.000000,0.5,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4957,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4961,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,6.000000,0.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4965,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,6.000000,0.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4969,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4973,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4977,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4981,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,6.000000,0.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4985,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,0.5,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4989,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,0.5,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,4960,0,1000.0,384.000000,y,1220.703125,1220.703125,1220.703125,1220.703125,0.000000,39.000000,1.000000,0.25,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,4964,0,1000.0,384.000000,y,1220.703125,1220.703125,1220.703125,1220.703125,0.000000,36.000000,1.000000,0.25,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,4956,0,1000.0,384.000000,y,1220.703125,1220.703125,1220.703125,1220.703125,0.000000,45.000000,1.000000,0.25,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,4993,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,6.000000,0.000000,0.5,0.01
NaN,0.579710,0.000000,0.000000,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,5005,0,1000.0,0.000000,y,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,7.000000,0.000000,0.5,0.01
0.572917,0.651042,1.000000,0.784771,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,4968,0,1000.0,384.000000,y,1220.703125,1220.703125,1220.703125,1220.703125,0.000000,44.000000,1.000000,0.25,0.01
0.073215,0.651042,0.944010,0.389388,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,4296,0,1000.0,1.000000,y,47513600.000000,47513600.000000,47513600.000000,47513600.000000,NaN,7.000000,0.000000,0.5,0.5
0.017347,0.579710,0.973913,0.361940,2.000000,8738.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,4301,0,1000.0,1.000000,y,1376256.000000,1376256.000000,1376256.000000,1376256.000000,NaN,3.000000,0.000000,0.5,0.5
0.572917,0.651042,1.000000,0.784771,2.000000,130623.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,4972,0,1000.0,384.000000,y,1220.703125,1220.703125,1220.703125,1220.703125,0.000000,47.000000,1.000000,0.25,0.01
