1.0-Entropy,Accuracy,Coverage,F1Measure,actual_discrim_set_size,actual_num_trials,algorithm,alpha,beta,cluster similarity threshold,dataset,epsilon,estimated_discrim_set_size,estimated_trials,experiment_ID,maxiter,minqual,num_clusters,pca,quality_max,quality_mean,quality_median,quality_min,quality_std_dev,runtime_clustering_sec,runtime_metrics_sec,subspace similarity threshold,width
0.396431,0.648438,1.000000,0.686777,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,24996,0,1000.0,2715.000000,n,720896.000000,26316.092818,10240.000000,1024.000000,51900.601169,7.000000,45.000000,0.25,0.1
0.571204,0.651042,0.533854,0.551194,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25072,0,1000.0,108.000000,n,18920.898438,3078.319408,1831.054688,1220.703125,2916.517671,6.000000,1.000000,-1.0,0.1
0.503415,0.654948,0.815104,0.677153,2.000000,130623.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25104,0,1000.0,335.000000,n,18920.898438,2919.593925,1953.125000,1074.218750,2403.615518,6.000000,2.000000,0.1,0.1
0.054369,0.571014,0.342029,0.300652,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25117,0,1000.0,7.000000,n,7324.218750,3592.354911,3662.109375,1171.875000,2240.932054,1.000000,0.000000,0.25,0.1
0.088668,0.571014,0.342029,0.316194,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25121,0,1000.0,7.000000,n,7324.218750,3759.765625,3173.828125,1464.843750,2238.296021,1.000000,0.000000,0.25,0.1
0.396431,0.648438,1.000000,0.686777,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,25024,0,1000.0,2715.000000,n,720896.000000,26316.092818,10240.000000,1024.000000,51900.601169,6.000000,36.000000,0.5,0.1
0.486047,0.654948,0.770833,0.674651,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25116,0,1000.0,272.000000,n,18920.898438,2534.529742,1831.054688,1220.703125,2310.576695,5.000000,2.000000,0.25,0.1
0.042155,0.579710,0.875362,0.631417,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25109,0,1000.0,504.000000,n,7324.218750,2405.544705,1972.656250,1015.625000,1299.544391,6.000000,5.000000,0.1,0.1
0.105425,0.582609,0.402899,0.372979,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25125,0,1000.0,9.000000,n,7324.218750,3222.656250,2929.687500,1171.875000,2252.056665,1.000000,0.000000,0.25,0.1
0.486047,0.654948,0.770833,0.674651,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25120,0,1000.0,272.000000,n,18920.898438,2534.529742,1831.054688,1220.703125,2310.576695,5.000000,2.000000,0.25,0.1
0.067119,0.556522,0.565217,0.467785,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25129,0,1000.0,17.000000,n,7324.218750,2517.233456,1757.812500,1074.218750,1870.377021,2.000000,0.000000,0.25,0.1
0.054551,0.582609,0.953623,0.657908,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,25057,0,1000.0,1866.000000,n,114688.000000,16076.210075,10240.000000,1024.000000,16553.890837,10.000000,17.000000,0.8,0.1
0.478964,0.654948,0.776042,0.676370,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25124,0,1000.0,264.000000,n,18920.898438,2582.203258,1831.054688,1220.703125,2357.966273,5.000000,1.000000,0.25,0.1
0.058412,0.591304,0.620290,0.505346,2.000000,50998.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25133,0,1000.0,23.000000,n,7324.218750,2646.059783,1953.125000,1074.218750,1796.164339,2.000000,1.000000,0.25,0.1
0.519284,0.654948,0.757813,0.668349,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25128,0,1000.0,263.000000,n,18920.898438,2695.990153,1831.054688,1220.703125,2420.376484,6.000000,2.000000,0.25,0.1
0.503415,0.654948,0.815104,0.677153,2.000000,130623.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25132,0,1000.0,335.000000,n,18920.898438,2919.593925,1953.125000,1074.218750,2403.615518,6.000000,2.000000,0.25,0.1
0.054369,0.571014,0.342029,0.300652,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25145,0,1000.0,7.000000,n,7324.218750,3592.354911,3662.109375,1171.875000,2240.932054,1.000000,0.000000,0.5,0.1
0.042155,0.579710,0.875362,0.631417,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25137,0,1000.0,504.000000,n,7324.218750,2405.544705,1972.656250,1015.625000,1299.544391,7.000000,5.000000,0.25,0.1
0.486047,0.654948,0.770833,0.674651,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25144,0,1000.0,272.000000,n,18920.898438,2534.529742,1831.054688,1220.703125,2310.576695,5.000000,2.000000,0.5,0.1
0.396431,0.648438,1.000000,0.686777,2.000000,18718.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,25052,0,1000.0,2715.000000,n,720896.000000,26316.092818,10240.000000,1024.000000,51900.601169,7.000000,39.000000,0.8,0.1
0.399887,0.653646,1.000000,0.684299,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,25000,0,1000.0,3355.000000,n,720896.000000,26476.580626,11264.000000,1024.000000,50727.838667,10.000000,85.000000,0.25,0.1
0.399887,0.653646,1.000000,0.684299,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,25028,0,1000.0,3355.000000,n,720896.000000,26476.580626,11264.000000,1024.000000,50727.838667,9.000000,84.000000,0.5,0.1
NaN,0.579710,0.000000,0.000000,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,18773,0,1000.0,0.000000,n,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,-1.0,0.01
0.399887,0.653646,1.000000,0.684299,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,25056,0,1000.0,3355.000000,n,720896.000000,26476.580626,11264.000000,1024.000000,50727.838667,9.000000,84.000000,0.8,0.1
0.367225,0.579710,0.747826,0.620067,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,19181,0,0.0,83.000000,n,1210.937500,214.763742,195.312500,18.750000,206.070098,2.000000,0.000000,-1.0,0.05
0.194589,0.614493,0.997101,0.686993,2.000000,10053.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,1.000000,10053.000000,19177,0,0.0,847.000000,n,11264.000000,1215.792208,768.000000,12.000000,1493.807750,2.000000,9.000000,0.8,0.05
0.489418,0.651042,0.845052,0.689321,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,19180,0,0.0,237.000000,n,3051.757813,470.729496,292.968750,12.500000,509.468316,8.000000,1.000000,-1.0,0.05
0.355649,0.582609,0.994203,0.742504,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,19297,0,0.0,419.000000,n,1210.937500,137.560412,78.125000,5.000000,147.747210,5.000000,2.000000,0.8,0.05
0.033190,0.605797,0.889855,0.636647,2.000000,50998.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25113,0,1000.0,3159.000000,n,7324.218750,2397.699405,2125.000000,1000.000000,1162.450574,60.000000,27.000000,0.1,0.1
0.326831,0.585507,0.994203,0.734020,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,19301,0,0.0,391.000000,n,1210.937500,138.557785,78.125000,5.000000,152.178887,3.000000,1.000000,0.8,0.05
0.488488,0.651042,0.833333,0.683688,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,19184,0,0.0,233.000000,n,3051.757813,477.181129,488.281250,12.500000,511.359605,8.000000,1.000000,-1.0,0.05
0.084064,0.585507,0.785507,0.602649,2.000000,44326.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,2.000000,44326.000000,11081,0,1000.0,549.000000,y,2050.781250,1213.498975,1171.875000,1074.218750,166.984658,7.000000,1.000000,-1.0,0.05
0.033190,0.605797,0.889855,0.636647,2.000000,50998.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25141,0,1000.0,3159.000000,n,7324.218750,2397.699405,2125.000000,1000.000000,1162.450574,57.000000,26.000000,0.25,0.1
0.402935,0.644531,1.000000,0.718852,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,19296,0,0.0,1677.000000,n,3051.757813,201.926105,117.187500,12.500000,265.313918,9.000000,18.000000,0.8,0.05
0.404649,0.658854,1.000000,0.719887,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,19300,0,0.0,1678.000000,n,3051.757813,201.888642,117.187500,12.500000,265.507586,9.000000,18.000000,0.8,0.05
0.331496,0.634115,1.000000,0.682379,2.000000,18718.000000,MOCCA,0.05,0.25,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,1.000000,18718.000000,19176,0,0.0,2267.000000,n,131072.000000,1790.962506,768.000000,32.000000,4781.515896,4.000000,37.000000,0.8,0.05
0.423187,0.604167,0.973958,0.666624,2.000000,130623.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25108,0,1000.0,3729.000000,n,18920.898438,2477.290012,1855.468750,1015.625000,1839.837089,32.000000,95.000000,0.1,0.1
0.462582,0.651042,0.968750,0.758100,2.000000,113535.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,2.000000,113535.000000,11156,0,1000.0,261.000000,y,4272.460938,1751.545289,1831.054688,1220.703125,678.784231,33.000000,1.000000,0.5,0.05
0.316561,0.651042,0.635417,0.562586,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11736,0,1000.0,86.000000,y,41503.906250,3477.584484,1831.054688,1220.703125,5047.929990,35.000000,1.000000,0.8,0.1
0.318663,0.651042,0.677083,0.577853,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,11648,0,1000.0,96.000000,y,41503.906250,3306.070964,1831.054688,1220.703125,4805.641020,36.000000,1.000000,0.1,0.1
0.423187,0.604167,0.973958,0.666624,2.000000,130623.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25136,0,1000.0,3729.000000,n,18920.898438,2477.290012,1855.468750,1015.625000,1839.837089,29.000000,90.000000,0.25,0.1
0.273459,0.638021,1.000000,0.663669,2.000000,130623.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,24916,0,0.0,17810.000000,n,18920.898438,1526.240092,1093.750000,12.500000,1494.155288,331.000000,564.000000,0.8,0.1
0.329973,0.622396,0.990885,0.661477,2.000000,130623.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25140,0,1000.0,9599.000000,n,18920.898438,2358.745916,1855.468750,1000.000000,1607.230938,115.000000,278.000000,0.25,0.1
0.329973,0.622396,0.990885,0.661477,2.000000,130623.000000,MOCCA,0.05,0.4,1.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25112,0,1000.0,9599.000000,n,18920.898438,2358.745916,1855.468750,1000.000000,1607.230938,121.000000,296.000000,0.1,0.1
0.088668,0.571014,0.342029,0.316194,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25149,0,1000.0,7.000000,n,7324.218750,3759.765625,3173.828125,1464.843750,2238.296021,2.000000,0.000000,0.5,0.1
0.105425,0.582609,0.402899,0.372979,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25153,0,1000.0,9.000000,n,7324.218750,3222.656250,2929.687500,1171.875000,2252.056665,2.000000,0.000000,0.5,0.1
0.478964,0.654948,0.776042,0.676370,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25152,0,1000.0,264.000000,n,18920.898438,2582.203258,1831.054688,1220.703125,2357.966273,5.000000,2.000000,0.5,0.1
0.067119,0.556522,0.565217,0.467785,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25157,0,1000.0,17.000000,n,7324.218750,2517.233456,1757.812500,1074.218750,1870.377021,1.000000,0.000000,0.5,0.1
0.058412,0.591304,0.620290,0.505346,2.000000,50998.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25161,0,1000.0,23.000000,n,7324.218750,2646.059783,1953.125000,1074.218750,1796.164339,2.000000,1.000000,0.5,0.1
0.486047,0.654948,0.770833,0.674651,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25148,0,1000.0,272.000000,n,18920.898438,2534.529742,1831.054688,1220.703125,2310.576695,5.000000,2.000000,0.5,0.1
0.519284,0.654948,0.757813,0.668349,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25156,0,1000.0,263.000000,n,18920.898438,2695.990153,1831.054688,1220.703125,2420.376484,6.000000,2.000000,0.5,0.1
0.503415,0.654948,0.815104,0.677153,2.000000,130623.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25160,0,1000.0,335.000000,n,18920.898438,2919.593925,1953.125000,1074.218750,2403.615518,5.000000,2.000000,0.5,0.1
0.054369,0.571014,0.342029,0.300652,2.000000,50998.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25173,0,1000.0,7.000000,n,7324.218750,3592.354911,3662.109375,1171.875000,2240.932054,2.000000,0.000000,0.8,0.1
0.088668,0.571014,0.342029,0.316194,2.000000,50998.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25177,0,1000.0,7.000000,n,7324.218750,3759.765625,3173.828125,1464.843750,2238.296021,2.000000,0.000000,0.8,0.1
0.486047,0.654948,0.770833,0.674651,2.000000,130623.000000,MOCCA,0.05,0.4,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25172,0,1000.0,272.000000,n,18920.898438,2534.529742,1831.054688,1220.703125,2310.576695,5.000000,2.000000,0.8,0.1
0.042155,0.579710,0.875362,0.631417,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25165,0,1000.0,504.000000,n,7324.218750,2405.544705,1972.656250,1015.625000,1299.544391,7.000000,5.000000,0.5,0.1
0.105425,0.582609,0.402899,0.372979,2.000000,50998.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25181,0,1000.0,9.000000,n,7324.218750,3222.656250,2929.687500,1171.875000,2252.056665,1.000000,0.000000,0.8,0.1
0.486047,0.654948,0.770833,0.674651,2.000000,130623.000000,MOCCA,0.05,0.4,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25176,0,1000.0,272.000000,n,18920.898438,2534.529742,1831.054688,1220.703125,2310.576695,5.000000,2.000000,0.8,0.1
0.067119,0.556522,0.565217,0.467785,2.000000,50998.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25185,0,1000.0,17.000000,n,7324.218750,2517.233456,1757.812500,1074.218750,1870.377021,2.000000,0.000000,0.8,0.1
0.478964,0.654948,0.776042,0.676370,2.000000,130623.000000,MOCCA,0.05,0.4,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25180,0,1000.0,264.000000,n,18920.898438,2582.203258,1831.054688,1220.703125,2357.966273,5.000000,2.000000,0.8,0.1
0.058412,0.591304,0.620290,0.505346,2.000000,50998.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25189,0,1000.0,23.000000,n,7324.218750,2646.059783,1953.125000,1074.218750,1796.164339,2.000000,1.000000,0.8,0.1
0.519284,0.654948,0.757813,0.668349,2.000000,130623.000000,MOCCA,0.05,0.4,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25184,0,1000.0,263.000000,n,18920.898438,2695.990153,1831.054688,1220.703125,2420.376484,5.000000,2.000000,0.8,0.1
0.503415,0.654948,0.815104,0.677153,2.000000,130623.000000,MOCCA,0.05,0.4,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.0050,2.000000,130623.000000,25188,0,1000.0,335.000000,n,18920.898438,2919.593925,1953.125000,1074.218750,2403.615518,5.000000,2.000000,0.8,0.1
0.180203,0.576812,0.568116,0.489057,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25201,0,0.0,43.000000,n,114688.000000,13222.697674,4096.000000,128.000000,21297.558451,1.000000,0.000000,-1.0,0.1
0.525157,0.651042,0.578125,0.584597,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25200,0,0.0,145.000000,n,720896.000000,58600.386207,32768.000000,32.000000,108202.230876,1.000000,0.000000,-1.0,0.1
0.180203,0.576812,0.568116,0.489057,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25205,0,0.0,43.000000,n,114688.000000,13222.697674,4096.000000,128.000000,21297.558451,1.000000,0.000000,-1.0,0.1
0.525157,0.651042,0.578125,0.584597,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25204,0,0.0,145.000000,n,720896.000000,58600.386207,32768.000000,32.000000,108202.230876,1.000000,0.000000,-1.0,0.1
0.520653,0.651042,0.578125,0.583957,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25208,0,0.0,145.000000,n,720896.000000,58600.386207,32768.000000,32.000000,108202.230876,1.000000,0.000000,-1.0,0.1
0.042155,0.579710,0.875362,0.631417,2.000000,50998.000000,MOCCA,0.05,0.4,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.0050,2.000000,50998.000000,25193,0,1000.0,504.000000,n,7324.218750,2405.544705,1972.656250,1015.625000,1299.544391,7.000000,5.000000,0.8,0.1
0.202613,0.576812,0.530435,0.472759,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25209,0,0.0,40.000000,n,114688.000000,13072.000000,4096.000000,128.000000,22506.996036,1.000000,0.000000,-1.0,0.1
0.212368,0.576812,0.591304,0.510234,2.000000,8738.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25213,0,0.0,41.000000,n,114688.000000,14233.365854,4096.000000,80.000000,23373.701455,1.000000,0.000000,-1.0,0.1
0.524302,0.651042,0.575521,0.581544,2.000000,16269.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25212,0,0.0,135.000000,n,720896.000000,64164.266667,32768.000000,32.000000,111917.068268,1.000000,0.000000,-1.0,0.1
0.502633,0.651042,0.778646,0.686705,2.000000,16269.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25216,0,0.0,189.000000,n,720896.000000,62023.619048,32768.000000,32.000000,104513.226877,1.000000,0.000000,-1.0,0.1
0.181975,0.605797,0.785507,0.634401,2.000000,8738.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25217,0,0.0,56.000000,n,114688.000000,14944.285714,4096.000000,80.000000,23351.959661,1.000000,1.000000,-1.0,0.1
0.279250,0.576812,0.727536,0.599818,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25233,0,0.0,97.000000,n,114688.000000,6504.742268,2048.000000,32.000000,15352.399512,1.000000,0.000000,0.1,0.1
0.279250,0.576812,0.727536,0.599818,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25229,0,0.0,97.000000,n,114688.000000,6504.742268,2048.000000,32.000000,15352.399512,2.000000,1.000000,0.1,0.1
0.279250,0.576812,0.727536,0.599818,2.000000,8738.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25285,0,0.0,97.000000,n,114688.000000,6504.742268,2048.000000,32.000000,15352.399512,1.000000,0.000000,0.5,0.1
0.438956,0.651042,0.893229,0.752021,2.000000,16269.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25284,0,0.0,436.000000,n,720896.000000,27980.183486,8192.000000,32.000000,67148.873149,2.000000,1.000000,0.5,0.1
0.279250,0.576812,0.727536,0.599818,2.000000,8738.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25289,0,0.0,97.000000,n,114688.000000,6504.742268,2048.000000,32.000000,15352.399512,1.000000,0.000000,0.5,0.1
0.438956,0.651042,0.893229,0.752021,2.000000,16269.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25288,0,0.0,436.000000,n,720896.000000,27980.183486,8192.000000,32.000000,67148.873149,1.000000,1.000000,0.5,0.1
0.090713,0.582609,1.000000,0.672269,2.000000,8738.000000,MOCCA,0.05,0.25,0.8,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25221,0,0.0,782.000000,n,114688.000000,13284.685422,5504.000000,32.000000,17818.451767,5.000000,8.000000,-1.0,0.1
0.274321,0.576812,0.695652,0.598980,2.000000,8738.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/liver.arff,0.01,1.000000,8738.000000,25293,0,0.0,98.000000,n,114688.000000,6148.897959,2048.000000,32.000000,15437.545390,1.000000,0.000000,0.5,0.1
0.440221,0.651042,0.888021,0.750595,2.000000,16269.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/diabetes.arff,0.01,1.000000,16269.000000,25292,0,0.0,437.000000,n,720896.000000,28023.945080,8192.000000,32.000000,67090.250936,1.000000,1.000000,0.5,0.1
0.678433,0.533654,0.913462,0.844778,3.000000,1265646.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.01,3.000000,1265646.000000,25203,0,0.0,63.000000,n,60847228810955010000000000000000.000000,1328015850119753700000000000000.000000,3298534883328.000000,64.000000,7881788700052810000000000000000.000000,39.000000,0.000000,-1.0,0.1
0.678433,0.533654,0.913462,0.844778,3.000000,1265646.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.01,3.000000,1265646.000000,25215,0,0.0,63.000000,n,60847228810955010000000000000000.000000,1328015850119753700000000000000.000000,3298534883328.000000,64.000000,7881788700052810000000000000000.000000,32.000000,0.000000,-1.0,0.1
0.678433,0.533654,0.913462,0.844778,3.000000,1265646.000000,MOCCA,0.05,0.25,0.05,/scratch/scratch95/h/hoffer/data/sonar.arff,0.01,3.000000,1265646.000000,25207,0,0.0,63.000000,n,60847228810955010000000000000000.000000,1328015850119753700000000000000.000000,3298534883328.000000,64.000000,7881788700052810000000000000000.000000,39.000000,0.000000,-1.0,0.1
0.678433,0.533654,0.913462,0.844778,3.000000,1265646.000000,MOCCA,0.05,0.25,0.1,/scratch/scratch95/h/hoffer/data/sonar.arff,0.01,3.000000,1265646.000000,25211,0,0.0,63.000000,n,60847228810955010000000000000000.000000,1328015850119753700000000000000.000000,3298534883328.000000,64.000000,7881788700052810000000000000000.000000,40.000000,0.000000,-1.0,0.1
0.678433,0.533654,0.913462,0.844778,3.000000,1265646.000000,MOCCA,0.05,0.25,0.25,/scratch/scratch95/h/hoffer/data/sonar.arff,0.01,3.000000,1265646.000000,25219,0,0.0,63.000000,n,60847228810955010000000000000000.000000,1328015850119753700000000000000.000000,3298534883328.000000,64.000000,7881788700052810000000000000000.000000,38.000000,0.000000,-1.0,0.1
